edad,fecha_nacimiento,jugador
36 años,19 de febrero de 1986,sebastia¡n dubarbier
33 años,21 de agosto de 1989,aleix vidal
38 años,4 de junio de 1984,hernan pellerano
36 años,29 de septiembre de 1986,verza
27 años,25 de marzo de 1995,esteban
40 años,18 de septiembre de 1982,rafita
38 años,4 de junio de 1984,herna¡n pellerano
29 años,19 de noviembre de 1993,suso
31 años,17 de octubre de 1991,manu trigueros
32 años,11 de febrero de 1990,javier aquino
41 años,26 de enero de 1981,corona
NA,NA,pablo ia±a­guez
27 años,4 de enero de 1995,kiu
39 años,5 de enero de 1983,coro
31 años,26 de diciembre de 1990,aaron
30 años,22 de noviembre de 1992,carles gil
31 años,2 de agosto de 1991,leonel galeano
40 años,11 de agosto de 1982,david generelo
33 años,27 de octubre de 1989,fidel
35 años,5 de junio de 1987,lomban
42 años,8 de junio de 1980,sergio mantecon
31 años,5 de junio de 1991,martin braithwaite
32 años,17 de abril de 1990,valere germain
NA,NA,marcos ta©bar
37 años,22 de octubre de 1985,oscar diaz
33 años,14 de agosto de 1989,ander herrera
30 años,27 de abril de 1992,enric saborit
35 años,17 de diciembre de 1986,andres fernandez
36 años,5 de noviembre de 1986,juan oriol
44 años,19 de agosto de 1978,francois modesto
30 años,25 de marzo de 1992,bryan pele
28 años,17 de agosto de 1994,tiemoue bakayoko
28 años,19 de enero de 1994,adrien hunou
44 años,19 de abril de 1978,heinz
20 años,30 de noviembre de 2002,alcatraz
37 años,12 de diciembre de 1984,jeremy perbet
NA,NA,diego maria±o
33 años,12 de julio de 1989,mirko eramo
38 años,5 de febrero de 1984,carlos tevez
43 años,16 de noviembre de 1979,edu albacar
NA,NA,gaa«tan courtet
36 años,14 de octubre de 1986,saber khalifa
31 años,7 de enero de 1991,michelangelo albertazzi
30 años,20 de diciembre de 1991,jorginho frello
40 años,3 de agosto de 1982,domenico maietta
27 años,30 de junio de 1995,andrea petagna
37 años,20 de mayo de 1985,juan gomez taleb
23 años,10 de junio de 1999,rafael
39 años,23 de agosto de 1983,daniele cacia
28 años,9 de marzo de 1994,jordan amavi
29 años,17 de febrero de 1993,brandon deville
29 años,5 de mayo de 1993,stefan popescu
30 años,10 de enero de 1992,sime vrsaljko
34 años,28 de agosto de 1988,yoel
35 años,30 de septiembre de 1987,guillermo sara
31 años,25 de enero de 1991,chuli
38 años,26 de octubre de 1984,gaetano masucci
32 años,10 de mayo de 1990,diego farias
38 años,12 de noviembre de 1984,francesco magnanelli
36 años,23 de mayo de 1986,simone missiroli
38 años,1 de mayo de 1984,alexander farnerud
37 años,3 de abril de 1985,marcello gazzola
31 años,25 de junio de 1991,simone zaza
36 años,16 de enero de 1986,reto ziegler
32 años,22 de febrero de 1990,marius alexe
34 años,26 de noviembre de 1988,leonardo pavoletti
35 años,14 de abril de 1987,emanuele terranova
31 años,20 de abril de 1991,karim laribi
NA,NA,moussa kona©
25 años,30 de diciembre de 1996,moussa kone
29 años,3 de abril de 1993,moussa konate
29 años,18 de marzo de 1993,constantin nica
40 años,29 de agosto de 1982,vincent enyeama
37 años,8 de noviembre de 1985,vincent bessat
29 años,1 de marzo de 1993,jordan veretout
38 años,25 de abril de 1984,gabriel cichero
NA,NA,ra©my riou
42 años,2 de mayo de 1980,fabrice pancrate
27 años,13 de febrero de 1995,georgeskevin nkoudou mbida
39 años,26 de enero de 1983,marek cech
35 años,6 de mayo de 1987,dries mertens
28 años,3 de abril de 1994,josip radosevic
34 años,19 de septiembre de 1988,nahuel valentini
35 años,30 de mayo de 1987,pasquale schiattarella
37 años,30 de marzo de 1985,andrea luci
23 años,14 de enero de 1999,emerson
30 años,11 de mayo de 1992,federico ceccherini
39 años,6 de abril de 1983,luca belingheri
28 años,19 de noviembre de 1994,ibrahima mbaye
34 años,25 de julio de 1988,paulinho
35 años,16 de junio de 1987,federico dionisi
35 años,27 de mayo de 1987,gervinho
30 años,18 de enero de 1992,francesco bardi
30 años,26 de septiembre de 1992,cristiano piccini
37 años,9 de mayo de 1985,diego novaretti
34 años,20 de febrero de 1988,ivan kelava
36 años,30 de enero de 1986,lucas biglia
30 años,13 de noviembre de 1992,bartlomiej pawlowski
28 años,6 de julio de 1994,jason
28 años,21 de noviembre de 1994,saul niguez
28 años,21 de noviembre de 1994,saul ni­guez
36 años,30 de agosto de 1986,sebastian leto
31 años,28 de diciembre de 1990,marcos alonso
30 años,7 de mayo de 1992,adrian embarba
41 años,29 de septiembre de 1981,manu herrera
43 años,16 de noviembre de 1979,edu alba¡car
29 años,28 de enero de 1993,richmond boakye
37 años,22 de octubre de 1985,oscar daa­az
NA,NA,david costas
36 años,26 de enero de 1986,mustapha yatabara©
33 años,22 de noviembre de 1989,dorian leveque
33 años,15 de septiembre de 1989,saliou ciss
29 años,18 de julio de 1993,nabil fekir
40 años,31 de agosto de 1982,josa© reina
28 años,19 de diciembre de 1993,riccardo improta
31 años,10 de septiembre de 1991,boadu acosty
27 años,19 de abril de 1995,wesley said
NA,NA,david la³pez
38 años,20 de enero de 1984,manuel lanzarote
22 años,20 de mayo de 2000,braian rodriguez
32 años,9 de septiembre de 1990,vasco regini
29 años,10 de marzo de 1993,raman chibsah
25 años,12 de marzo de 1997,allan saintmaximin
29 años,24 de septiembre de 1993,jessy pi
36 años,8 de septiembre de 1986,joao moutinho
38 años,27 de octubre de 1984,danijel subasic
30 años,20 de mayo de 1992,vaclav kadlec
33 años,21 de enero de 1989,henrikh mkhitaryan
32 años,1 de octubre de 1990,pedro mendes
32 años,13 de febrero de 1990,kevin strootman
36 años,8 de octubre de 1986,fabrizio cacciatore
38 años,29 de junio de 1984,emil hallfredsson
34 años,25 de enero de 1988,iago herrera­n
29 años,26 de febrero de 1993,jese
34 años,23 de febrero de 1988,tarik elyounoussi
26 años,6 de marzo de 1996,timo werner
32 años,12 de mayo de 1990,tobias strobl
38 años,27 de junio de 1984,kai herdling
32 años,13 de junio de 1990,francisco portillo
45 años,17 de noviembre de 1977,jairo
30 años,12 de marzo de 1992,daniele baselli
29 años,28 de enero de 1993,john anthony brooks
36 años,30 de octubre de 1986,peter pekarik
29 años,1 de abril de 1993,nico schulz
33 años,3 de febrero de 1989,lucas orban
31 años,6 de septiembre de 1991,jacques zoua daogari
30 años,20 de marzo de 1992,baissama sankho
36 años,24 de mayo de 1986,ladislas douniama
40 años,8 de diciembre de 1982,halil altintop
32 años,9 de marzo de 1990,nicolas hofler
31 años,13 de mayo de 1991,francis coquelin
31 años,16 de marzo de 1991,admir mehmedi
34 años,30 de septiembre de 1988,mathias fetsch
35 años,16 de enero de 1987,park jooho
27 años,6 de febrero de 1995,leon goretzka
38 años,16 de octubre de 1984,roberto hilbert
30 años,8 de julio de 1992,son heungmin
34 años,3 de noviembre de 1988,stefan kutschke
39 años,16 de octubre de 1983,aloys nong
27 años,20 de enero de 1995,jose maria gimenez
33 años,12 de marzo de 1989,marcelo silva
35 años,25 de mayo de 1987,helder barbosa
33 años,7 de abril de 1989,franco di santo
31 años,1 de febrero de 1991,luca caldirola
33 años,16 de julio de 1989,gareth bale
32 años,21 de junio de 1990,francois moubandje
32 años,21 de noviembre de 1990,emmanuel mayuka
28 años,18 de agosto de 1994,morgan sanson
29 años,9 de junio de 1993,jean deza
29 años,23 de agosto de 1993,sebastian cristoforo
31 años,5 de diciembre de 1991,omar elabdellaoui
43 años,20 de octubre de 1979,deniz dogan
30 años,8 de agosto de 1992,josip drmic
35 años,23 de abril de 1987,mirko boland
38 años,20 de abril de 1984,domi kumbela
31 años,13 de abril de 1991,daniel ginczek
35 años,24 de enero de 1987,norman theuerkauf
35 años,19 de diciembre de 1986,ken reichel
32 años,24 de enero de 1990,ermin bicakcic
35 años,1 de octubre de 1987,benjamin kessel
31 años,28 de octubre de 1991,orhan ademi
42 años,1 de abril de 1980,dennis kruppke
34 años,26 de mayo de 1988,juan cuadrado
35 años,23 de junio de 1987,aleksandr iakovenko
31 años,24 de septiembre de 1991,oriol romeu
31 años,13 de junio de 1991,lorenzo reyes
NA,NA,dorlan paba³n
34 años,22 de julio de 1988,silvio romero
35 años,5 de marzo de 1987,sebastien de maio
31 años,19 de febrero de 1991,christoph kramer
30 años,1 de septiembre de 1992,cristiano biraghi
30 años,17 de julio de 1992,igor bubnjic
33 años,5 de marzo de 1989,jonathan cristaldo
29 años,17 de marzo de 1993,matteo bianchetti
41 años,17 de marzo de 1981,alberto pomini
38 años,20 de agosto de 1984,joaqua­n larrivey
30 años,21 de agosto de 1992,johan mojica
34 años,25 de enero de 1988,iago herrerin
35 años,5 de junio de 1987,lomba¡n
32 años,3 de diciembre de 1990,fausto rossi
30 años,10 de abril de 1992,atila turan
35 años,21 de enero de 1987,alessandro bernardini
37 años,29 de mayo de 1985,simone bentivoglio
30 años,15 de marzo de 1992,joseph lopy
28 años,10 de enero de 1994,john jairo ruiz
28 años,5 de mayo de 1994,javier manquillo
61 años,8 de junio de 1961,osorio
34 años,26 de enero de 1988,luca siligardi
28 años,8 de marzo de 1994,martin kobylanski
26 años,11 de febrero de 1996,jonathan tah
30 años,30 de abril de 1992,pawel wszolek
36 años,7 de mayo de 1986,davide gavazzi
34 años,29 de agosto de 1988,agim ibraimi
30 años,12 de mayo de 1992,erik durm
28 años,7 de marzo de 1994,marvin ducksch
28 años,19 de enero de 1994,cedric hountondji
28 años,19 de enero de 1994,ca©dric hountondji
28 años,7 de noviembre de 1994,aboubacar demba camara
28 años,9 de abril de 1994,claude goncalves
30 años,7 de mayo de 1992,adria¡n embarba
NA,NA,sa©bastien squillaci
31 años,4 de diciembre de 1991,chaker alhadhur
31 años,3 de mayo de 1991,raffaele pucino
45 años,20 de agosto de 1977,paolo bianco
28 años,7 de abril de 1994,kingsley boateng
29 años,4 de junio de 1993,juan iturbe
34 años,23 de marzo de 1988,alejandro gonzaa¡lez
29 años,27 de febrero de 1993,ryder matos
29 años,1 de noviembre de 1993,marko bakic
30 años,7 de febrero de 1992,sangalli
23 años,10 de diciembre de 1999,na©lson
37 años,31 de marzo de 1985,jesper hansen
34 años,6 de mayo de 1988,dan nistor
31 años,26 de diciembre de 1990,denis cheryshev
30 años,27 de octubre de 1992,alvaro garca­a
30 años,27 de octubre de 1992,alvaro garcia
40 años,14 de julio de 1982,salim arrache
31 años,25 de septiembre de 1991,alessandro crescenzi
29 años,10 de marzo de 1993,alassane plea
29 años,20 de noviembre de 1993,sanjin prcic
29 años,25 de febrero de 1993,brayan perea
30 años,19 de abril de 1992,luca antei
28 años,1 de agosto de 1994,domenico berardi
33 años,25 de junio de 1989,alessandro longhi
36 años,12 de octubre de 1986,lino marzorati
40 años,31 de agosto de 1982,jose reina
35 años,19 de mayo de 1987,alessandro lambrughi
34 años,1 de abril de 1988,antonino barilla
28 años,29 de enero de 1994,antoine conte
29 años,7 de febrero de 1993,diego laxalt
27 años,5 de marzo de 1995,mouez hassen
34 años,21 de abril de 1988,gary kagelmacher
31 años,18 de febrero de 1991,nicola bellomo
34 años,23 de marzo de 1988,alejandro gonza¡lez
27 años,23 de octubre de 1995,claiton
35 años,26 de marzo de 1987,matteo ardemagni
31 años,24 de agosto de 1991,matias vecino
30 años,21 de febrero de 1992,carlos clerc
33 años,23 de agosto de 1989,sidnei
NA,NA,ja©ra©my perbet
35 años,16 de enero de 1987,jooho park
31 años,21 de febrero de 1991,petar sliskovic
30 años,27 de marzo de 1992,pedro obiang
30 años,19 de mayo de 1992,mehdi zeffane
31 años,1 de abril de 1991,duvan zapata
31 años,21 de diciembre de 1990,ioannis fetfatzidis
29 años,12 de diciembre de 1992,ramon azeez
28 años,8 de febrero de 1994,hakan calhanoglu
31 años,1 de julio de 1991,diogo figueiras
24 años,26 de marzo de 1998,moya
24 años,26 de marzo de 1998,moya¡
35 años,28 de marzo de 1987,simeon jackson
35 años,21 de enero de 1987,kevin kratz
43 años,22 de mayo de 1979,marjan petkovic
38 años,28 de agosto de 1984,marc pfitzner
38 años,5 de febrero de 1984,carlos ta©vez
32 años,15 de febrero de 1990,dejan lazarevic
33 años,9 de junio de 1989,didac vila
33 años,9 de junio de 1989,da­dac vila¡
NA,NA,ante rebic
28 años,23 de marzo de 1994,larry azouni
28 años,23 de junio de 1994,moi gomez
33 años,11 de febrero de 1989,timo perthel
34 años,6 de enero de 1988,daniel davari
28 años,26 de noviembre de 1994,melvyn lorenzen
31 años,5 de agosto de 1991,andreas weimann
37 años,15 de marzo de 1985,curtis davies
44 años,26 de febrero de 1978,abdoulaye faye
36 años,13 de octubre de 1986,gabriel agbonlahor
33 años,21 de noviembre de 1989,fabian delph
33 años,19 de febrero de 1989,sone aluko
31 años,21 de agosto de 1991,leandro bacuna
33 años,26 de septiembre de 1989,ciaran clark
36 años,1 de abril de 1986,stephen quinn
37 años,12 de agosto de 1985,danny graham
40 años,31 de enero de 1982,allan mcgregor
37 años,27 de enero de 1985,karim el ahmadi
37 años,16 de febrero de 1985,ron vlaar
32 años,1 de abril de 1990,ashley westwood
35 años,9 de septiembre de 1987,ahmed elmohamady
38 años,9 de julio de 1984,liam rosenior
35 años,28 de diciembre de 1986,tom huddlestone
39 años,2 de mayo de 1983,maynor figueroa
37 años,2 de octubre de 1985,george boyd
33 años,29 de mayo de 1989,david meyler
45 años,6 de marzo de 1977,giorgos karagounis
37 años,18 de agosto de 1985,bryan ruiz
36 años,22 de agosto de 1986,stephen ireland
38 años,18 de agosto de 1984,robert huth
30 años,2 de junio de 1992,pajtim kasami
39 años,14 de diciembre de 1982,steve sidwell
35 años,4 de octubre de 1987,ryan shawcross
37 años,14 de febrero de 1985,philippe senderos
35 años,17 de agosto de 1987,marc wilson
41 años,14 de agosto de 1981,matthew etherington
37 años,11 de julio de 1985,geoff cameron
39 años,20 de septiembre de 1983,jonathan walters
41 años,30 de enero de 1981,dimitar berbatov
33 años,15 de diciembre de 1988,steven nzonzi
43 años,2 de marzo de 1979,damien duff
38 años,13 de enero de 1984,glenn whelan
38 años,6 de febrero de 1984,darren bent
38 años,21 de octubre de 1984,kieran richardson
39 años,2 de mayo de 1983,derek boateng
35 años,20 de junio de 1987,asmir begovic
34 años,7 de agosto de 1988,erik pieters
28 años,8 de agosto de 1994,jeremy toljan
33 años,18 de junio de 1989,ondrej celustka
39 años,6 de agosto de 1983,robin van persie
36 años,25 de noviembre de 1986,craig gardner
35 años,9 de junio de 1987,valentin roberge
36 años,17 de noviembre de 1986,nani
27 años,5 de febrero de 1995,adnan januzaj
33 años,6 de noviembre de 1989,jozy altidore
41 años,15 de mayo de 1981,patrice evra
41 años,21 de octubre de 1981,nemanja vidic
34 años,21 de marzo de 1988,lee cattermole
33 años,24 de enero de 1989,ki sungyueng
33 años,12 de agosto de 1989,tom cleverley
32 años,7 de noviembre de 1990,david de gea
30 años,21 de febrero de 1992,phil jones
38 años,23 de octubre de 1984,keiren westwood
37 años,24 de octubre de 1985,wayne rooney
35 años,14 de julio de 1987,adam johnson
41 años,30 de abril de 1981,john oshea
33 años,24 de octubre de 1989,jack colback
32 años,26 de noviembre de 1990,danny welbeck
31 años,28 de mayo de 1991,ji dongwon
33 años,22 de noviembre de 1989,chris smalling
29 años,31 de marzo de 1993,connor wickham
37 años,4 de agosto de 1985,antonio valencia
32 años,17 de junio de 1990,jordan henderson
38 años,3 de agosto de 1984,mile jedinak
35 años,24 de enero de 1987,luis suarez
36 años,18 de junio de 1986,jason puncheon
41 años,20 de julio de 1981,damien delaney
42 años,30 de mayo de 1980,steven gerrard
36 años,14 de agosto de 1986,cameron jerome
37 años,15 de diciembre de 1984,martin skrtel
38 años,19 de enero de 1984,jimmy kebe
31 años,4 de marzo de 1991,stuart okeefe
33 años,1 de septiembre de 1989,daniel sturridge
43 años,18 de mayo de 1979,julian speroni
33 años,29 de octubre de 1989,joel ward
36 años,3 de octubre de 1986,adrian mariappa
31 años,12 de diciembre de 1990,victor moses
33 años,17 de octubre de 1989,dwight gayle
36 años,14 de enero de 1986,dean moxey
28 años,8 de diciembre de 1994,raheem sterling
33 años,24 de mayo de 1989,yannick bolasie
36 años,23 de enero de 1986,jose enrique
41 años,17 de mayo de 1981,leon osman
36 años,4 de enero de 1986,james milner
39 años,13 de mayo de 1983,yaya toure
43 años,6 de marzo de 1979,tim howard
34 años,2 de junio de 1988,sergio aguero
37 años,10 de noviembre de 1985,aleksandar kolarov
37 años,4 de mayo de 1985,fernandinho
36 años,14 de septiembre de 1986,steven naismith
37 años,16 de enero de 1985,pablo zabaleta
34 años,11 de octubre de 1988,seamus coleman
29 años,5 de diciembre de 1993,ross barkley
29 años,13 de mayo de 1993,romelu lukaku
44 años,16 de diciembre de 1977,sylvain distin
32 años,12 de noviembre de 1990,james mccarthy
36 años,10 de abril de 1986,vincent kompany
35 años,5 de octubre de 1987,kevin mirallas
38 años,11 de diciembre de 1984,leighton baines
36 años,8 de enero de 1986,david silva
40 años,17 de agosto de 1982,phil jagielka
35 años,26 de junio de 1987,samir nasri
31 años,2 de enero de 1991,davide santon
41 años,15 de julio de 1981,peter odemwingie
33 años,22 de abril de 1989,aron gunnarsson
37 años,5 de marzo de 1985,david marshall
30 años,1986–2017,cheick tiote
30 años,1986–2017,cheik tiote
33 años,6 de octubre de 1989,kim bokyung
36 años,14 de enero de 1986,yohan cabaye
35 años,1984–2020,peter whittingham
36 años,1 de agosto de 1986,andrew taylor
31 años,2 de diciembre de 1991,jordon mutch
35 años,13 de septiembre de 1987,fraizer campbell
39 años,8 de noviembre de 1983,michael williamson
39 años,5 de julio de 1983,jonas gutierrez
36 años,11 de diciembre de 1986,nicky maynard
35 años,7 de marzo de 1987,hatem ben arfa
38 años,13 de junio de 1984,nery castillo
32 años,4 de enero de 1990,iago falque
28 años,17 de agosto de 1994,tiemoua© bakayoko
43 años,14 de febrero de 1979,cedric faure
29 años,1 de julio de 1993,charlie ianson
27 años,10 de agosto de 1995,said benrahma
33 años,12 de agosto de 1989,jeongho hong
32 años,5 de febrero de 1990,giulio donati
32 años,19 de septiembre de 1990,savvas gentsoglou
35 años,25 de enero de 1987,youssuf mulumbu
30 años,1 de enero de 1992,jack wilshere
40 años,26 de marzo de 1982,mikel arteta
37 años,10 de septiembre de 1985,laurent koscielny
38 años,1 de junio de 1984,stephane sessegnon
35 años,18 de julio de 1987,claudio yacob
31 años,26 de diciembre de 1990,aaron ramsey
29 años,4 de agosto de 1993,saido berahino
33 años,26 de septiembre de 1989,kieran gibbs
30 años,8 de febrero de 1992,carl jenkinson
35 años,24 de marzo de 1987,billy jones
39 años,10 de marzo de 1983,jonas olsson
42 años,4 de octubre de 1980,tomas rosicky
35 años,22 de enero de 1987,shane long
38 años,21 de julio de 1984,liam ridgewell
36 años,25 de mayo de 1986,james morrison
31 años,7 de julio de 1991,davide bariti
35 años,23 de junio de 1987,oleksandr iakovenko
41 años,13 de junio de 1981,guy demel
40 años,24 de junio de 1982,kevin nolan
30 años,14 de febrero de 1992,christian eriksen
35 años,14 de junio de 1987,mohamed diame
31 años,16 de julio de 1991,andros townsend
40 años,7 de octubre de 1982,jermain defoe
39 años,18 de noviembre de 1983,michael dawson
34 años,3 de julio de 1988,winston reid
35 años,8 de mayo de 1987,mark noble
29 años,2 de febrero de 1993,ravel morrison
38 años,22 de julio de 1984,stewart downing
41 años,26 de mayo de 1981,razvan rat
26 años,12 de julio de 1996,mousa dembele
36 años,1 de octubre de 1986,ricardo vaz te
33 años,29 de marzo de 1989,james tomkins
47 años,19 de abril de 1975,jussi jaaskelainen
32 años,28 de mayo de 1990,kyle walker
35 años,24 de abril de 1987,jan vertonghen
39 años,23 de agosto de 1983,james collins
42 años,7 de diciembre de 1980,john terry
34 años,6 de junio de 1988,anthony pilkington
37 años,25 de mayo de 1985,demba ba
36 años,24 de octubre de 1986,john ruddy
35 años,22 de abril de 1987,david luiz
35 años,7 de septiembre de 1987,robert snodgrass
34 años,17 de mayo de 1988,martin olsson
44 años,20 de junio de 1978,frank lampard
32 años,5 de enero de 1990,leroy fer
34 años,21 de mayo de 1988,jonathan howson
40 años,20 de mayo de 1982,petr cech
34 años,28 de abril de 1988,juan mata
33 años,27 de enero de 1989,ricky van wolfswinkel
36 años,9 de julio de 1986,sebastien bassong
39 años,9 de noviembre de 1983,michael turner
35 años,24 de marzo de 1987,ramires
41 años,20 de diciembre de 1980,ashley cole
38 años,22 de febrero de 1984,branislav ivanovic
36 años,4 de enero de 1986,russell martin
41 años,10 de marzo de 1981,samuel etoo
28 años,6 de marzo de 1994,nathan redmond
34 años,9 de agosto de 1988,willian
38 años,19 de enero de 1984,nico pareja
30 años,27 de febrero de 1992,jonjo shelvey
33 años,8 de noviembre de 1989,morgan schneiderlin
40 años,16 de febrero de 1982,rickie lambert
40 años,1982,angel rangel
34 años,10 de mayo de 1988,adam lallana
29 años,24 de abril de 1993,ben davies
38 años,22 de diciembre de 1983,jose fonte
35 años,27 de mayo de 1987,jose canas
34 años,10 de diciembre de 1988,wilfried bony
31 años,5 de abril de 1991,nathaniel clyne
35 años,29 de noviembre de 1987,nathan dyer
37 años,1 de enero de 1985,steven davis
37 años,7 de enero de 1985,wayne routledge
28 años,1 de noviembre de 1994,james wardprowse
33 años,29 de julio de 1989,jay rodriguez
31 años,25 de junio de 1991,victor wanyama
48 años,10 de abril de 1974,guly
27 años,23 de mayo de 1995,younes kaabouni
31 años,4 de septiembre de 1991,pavol bajza
24 años,19 de diciembre de 1997,gabriel
41 años,28 de julio de 1981,michael carrick
35 años,22 de noviembre de 1987,marouane fellaini
27 años,12 de julio de 1995,luke shaw
34 años,3 de enero de 1988,jonny evans
43 años,5 de diciembre de 1979,gareth mcauley
34 años,15 de agosto de 1988,oussama assaidi
37 años,10 de diciembre de 1985,charlie adam
34 años,23 de abril de 1988,victor anichebe
38 años,6 de agosto de 1984,andy wilkinson
40 años,9 de noviembre de 1982,boaz myhill
38 años,5 de octubre de 1984,kenwyne jones
34 años,24 de junio de 1988,micah richards
37 años,26 de julio de 1985,gael clichy
31 años,29 de enero de 1991,javi garcia
36 años,17 de febrero de 1986,joey obrien
33 años,2 de marzo de 1989,toby alderweireld
37 años,30 de septiembre de 1985,cristian rodra­guez
34 años,12 de octubre de 1988,jan washausen
37 años,28 de abril de 1985,matthias henn
30 años,29 de diciembre de 1991,steven caulker
33 años,5 de agosto de 1989,ryan bertrand
39 años,15 de febrero de 1983,don cowie
34 años,21 de agosto de 1988,ben turner
38 años,20 de marzo de 1984,fernando torres
30 años,20 de marzo de 1992,baissama sankoh
30 años,22 de septiembre de 1992,benedikt saller
29 años,17 de septiembre de 1993,antoniomirko colak
41 años,19 de marzo de 1981,kolo toure
38 años,23 de agosto de 1984,glen johnson
34 años,3 de abril de 1988,tim krul
31 años,26 de septiembre de 1991,paul dummett
30 años,1 de mayo de 1992,sammy ameobi
34 años,13 de octubre de 1988,vaclav pilar
33 años,14 de noviembre de 1989,jake livermore
41 años,23 de febrero de 1981,gareth barry
40 años,17 de marzo de 1982,steven pienaar
30 años,14 de enero de 1992,robbie brady
39 años,14 de febrero de 1983,bacary sagna
32 años,18 de abril de 1990,wojciech szczesny
34 años,26 de enero de 1988,gary hooper
40 años,20 de mayo de 1982,wes hoolahan
35 años,26 de marzo de 1987,steven fletcher
37 años,28 de junio de 1985,phillip bardsley
40 años,16 de septiembre de 1982,leon britton
37 años,6 de junio de 1985,sebastian larsson
33 años,7 de febrero de 1989,neil taylor
29 años,20 de abril de 1993,petrus boumal
36 años,8 de septiembre de 1986,joa£o moutinho
28 años,2 de febrero de 1994,borja lopez
28 años,14 de octubre de 1994,wallace
29 años,26 de enero de 1993,miguel borja
29 años,19 de enero de 1993,ricardo centurion
31 años,23 de abril de 1991,nathan baker
33 años,14 de noviembre de 1989,vlad chiriches
31 años,26 de enero de 1991,sandro
38 años,9 de septiembre de 1984,brad guzan
32 años,3 de diciembre de 1990,christian benteke
35 años,16 de abril de 1987,aaron lennon
32 años,3 de febrero de 1990,aleksandar tonev
30 años,11 de septiembre de 1992,cheick doukoure
34 años,12 de enero de 1988,marco torsiglieri
34 años,4 de agosto de 1988,daniel carrico
29 años,15 de abril de 1993,felipe anderson
27 años,10 de febrero de 1995,keita
43 años,13 de febrero de 1979,rafael marques
NA,NA,mahamadounaby sarr
33 años,12 de agosto de 1989,hong jeongho
35 años,20 de abril de 1987,thorsten kirschbaum
41 años,20 de junio de 1981,brede hangeland
42 años,13 de octubre de 1980,scott parker
39 años,23 de marzo de 1983,jerome thomas
38 años,10 de enero de 1984,marouane chamakh
49 años,25 de julio de 1973,kevin phillips
35 años,6 de agosto de 1987,remy riou
33 años,1 de diciembre de 1989,barry bannan
37 años,12 de noviembre de 1985,adlene guedioura
43 años,8 de agosto de 1979,daniel gabbidon
38 años,24 de noviembre de 1984,kagisho dikgacoi
27 años,14 de julio de 1995,serge gnabry
43 años,8 de noviembre de 1979,aaron hughes
43 años,13 de julio de 1979,craig bellamy
41 años,27 de mayo de 1981,johan elmander
NA,NA,sergio manteca³n
34 años,6 de septiembre de 1988,denis tonucci
41 años,30 de enero de 1981,peter crouch
38 años,29 de julio de 1984,wilson palacios
34 años,1 de junio de 1988,javier hernandez
29 años,11 de mayo de 1993,jhon cordoba
26 años,22 de enero de 1996,baba¡
NA,NA,christian bra¼ls
35 años,9 de enero de 1987,lucas leiva
37 años,14 de diciembre de 1984,chris brunt
32 años,27 de abril de 1990,martin kelly
34 años,6 de marzo de 1988,simon mignolet
32 años,8 de agosto de 1990,vladimir darida
30 años,3 de julio de 1992,norbert gyomber
NA,NA,norbert gya¶mba©r
31 años,25 de noviembre de 1991,nikola maksimovic
34 años,9 de julio de 1988,raul rusescu
41 años,23 de agosto de 1981,carlos cuellar
41 años,12 de octubre de 1981,shola ameobi
28 años,3 de agosto de 1994,corentin tolisso
39 años,20 de octubre de 1983,michel vorm
36 años,22 de mayo de 1986,matthew jarvis
38 años,23 de agosto de 1984,ashley williams
39 años,12 de octubre de 1983,carlton cole
36 años,6 de enero de 1986,paul mcshane
47 años,14 de marzo de 1975,steve harper
38 años,28 de septiembre de 1984,alex bruce
30 años,21 de diciembre de 1991,riccardo saponara
36 años,19 de diciembre de 1985,gary cahill
35 años,22 de abril de 1987,john obi mikel
29 años,21 de mayo de 1993,zubi
22 años,16 de abril de 2000,innocent
38 años,28 de enero de 1984,simon laner
NA,NA,aara³n
28 años,20 de enero de 1994,pablo iniguez
30 años,1 de mayo de 1992,matej vydra
NA,NA,daniel carria§o
32 años,29 de noviembre de 1990,yacouba sylla
34 años,2 de octubre de 1988,jack collison
33 años,9 de junio de 1989,matthew lowton
42 años,20 de septiembre de 1980,robert koren
36 años,28 de noviembre de 1986,nick proschwitz
43 años,13 de octubre de 1979,wes brown
34 años,2 de marzo de 1988,vito mannone
32 años,9 de mayo de 1990,diego marino
37 años,4 de octubre de 1985,damir vrancic
31 años,3 de junio de 1991,bruno uvini
31 años,13 de agosto de 1991,alexander kacaniklic
33 años,24 de mayo de 1989,adel taarabt
35 años,28 de abril de 1987,bradley johnson
38 años,16 de junio de 1984,steven whittaker
35 años,1 de febrero de 1987,costel pantilimon
27 años,24 de febrero de 1995,josh murphy
36 años,17 de marzo de 1986,edin dzeko
26 años,11 de agosto de 1996,franck honorat
27 años,20 de enero de 1995,davie selke
37 años,27 de agosto de 1985,nikica jelavic
31 años,25 de mayo de 1991,erik mora¡n
33 años,18 de enero de 1989,unai albizua
29 años,8 de marzo de 1993,caro
36 años,7 de marzo de 1986,markus steinhofer
29 años,5 de marzo de 1993,silivan widmer
28 años,8 de septiembre de 1994,bruno fernandes
36 años,20 de agosto de 1986,manuel pamic
32 años,26 de noviembre de 1990,gabriel paulista
43 años,18 de abril de 1979,sergio pelegrin
NA,NA,rama³n azeez
37 años,18 de abril de 1985,jose garcia
37 años,12 de diciembre de 1984,daniel agger
